"","Offense","Date","Year","Month","Hour","Weekday","NumCrimes","GroupA","GroupB","Assault","Suspicious_Persons_Activity","ShotsFired_IllegalHunting"
"8357","Animal Complaint","2021-06-17","2021","June","19","Sat",17,0,1,0,0,0
"8358","Suspicious Activity","2021-06-17","2021","June","19","Sat",17,0,1,0,0,0
"8359","Larceny - All Other","2021-06-17","2021","June","16","Sat",17,0,1,0,0,0
"8360","Hit and Run","2021-06-17","2021","June","16","Sat",17,0,1,0,0,0
"8361","Misc - Criminal Call","2021-06-17","2021","June","16","Sat",17,0,1,0,0,0
"8362","Harassment","2021-06-17","2021","June","15","Sat",17,0,1,0,0,0
"8363","Burglary","2021-06-17","2021","June","06","Sat",17,0,1,0,0,0
"8364","Assault Simple","2021-06-17","2021","June","06","Sat",17,0,1,0,0,0
"8365","Assist Agency - Backup/Assist","2021-06-17","2021","June","01","Sat",17,0,1,0,0,0
"8366","Burglary","2021-06-16","2021","June","22","Fri",16,0,1,0,0,0
"8367","Larceny - Of Veh Parts/Access","2021-06-16","2021","June","19","Fri",16,0,1,0,0,0
"8368","Suspicious Activity","2021-06-16","2021","June","19","Fri",16,0,1,0,0,0
"8369","Assist Citizen - Mental/TDO/ECO","2021-06-16","2021","June","17","Fri",16,0,1,0,0,0
"8370","Hit and Run","2021-06-16","2021","June","16","Fri",16,0,1,0,0,0
"8371","Misc - Criminal Call","2021-06-16","2021","June","15","Fri",16,0,1,0,0,0
"8372","Hit and Run","2021-06-16","2021","June","15","Fri",16,0,1,0,0,0
"8373","Larceny - Shoplifitng","2021-06-16","2021","June","15","Fri",16,0,1,0,0,0
"8374","Fraud-wire fraud","2021-06-16","2021","June","13","Fri",16,0,1,0,0,0
"8375","Larceny - From Motor Vehicle","2021-06-16","2021","June","11","Fri",16,0,1,0,0,0
"8376","Drug/Narcotics Violation","2021-06-16","2021","June","10","Fri",16,0,1,0,0,0
"8377","Shots Fired/Illegal Hunting","2021-06-16","2021","June","05","Fri",16,1,0,0,0,1
"8378","Burglary","2021-06-16","2021","June","04","Fri",16,0,1,0,0,0
"8379","Assault Simple","2021-06-16","2021","June","04","Fri",16,0,1,0,0,0
"8380","Weapons Violations","2021-06-16","2021","June","03","Fri",16,0,1,0,0,0
"8381","Shots Fired/Illegal Hunting","2021-06-16","2021","June","03","Fri",16,1,0,0,0,1
"8382","Burglary","2021-06-15","2021","June","22","Thurs",18,0,1,0,0,0
"8383","Assault Simple","2021-06-15","2021","June","20","Thurs",18,0,1,0,0,0
"8384","Suspicious Activity","2021-06-15","2021","June","20","Thurs",18,0,1,0,0,0
"8385","Vandalism","2021-06-15","2021","June","20","Thurs",18,0,1,0,0,0
"8386","Warrant Service","2021-06-15","2021","June","19","Thurs",18,0,1,0,0,0
"8387","Accident - w/out Injuries","2021-06-15","2021","June","18","Thurs",18,0,1,0,0,0
"8388","Larceny - All Other","2021-06-15","2021","June","17","Thurs",18,0,1,0,0,0
"8389","Vandalism","2021-06-15","2021","June","17","Thurs",18,0,1,0,0,0
"8390","Suspicious Activity","2021-06-15","2021","June","17","Thurs",18,0,1,0,0,0
"8391","Assist Agency - Backup/Assist","2021-06-15","2021","June","16","Thurs",18,0,1,0,0,0
"8392","Vandalism","2021-06-15","2021","June","14","Thurs",18,0,1,0,0,0
"8393","Domestic Disturbance","2021-06-15","2021","June","12","Thurs",18,0,1,0,0,0
"8394","Assault Simple","2021-06-15","2021","June","12","Thurs",18,0,1,0,0,0
"8395","Lost/FoundProperty","2021-06-15","2021","June","12","Thurs",18,0,1,0,0,0
"8396","Missing Person-juvenile","2021-06-15","2021","June","09","Thurs",18,0,1,0,0,0
"8397","Larceny - Theft from Building","2021-06-15","2021","June","02","Thurs",18,0,1,0,0,0
"8398","Shots Fired/Illegal Hunting","2021-06-15","2021","June","02","Thurs",18,1,0,0,0,1
"8399","Suspicious Activity","2021-06-15","2021","June","00","Thurs",18,0,1,0,0,0
"8400","Vandalism","2021-06-14","2021","June","19","Wed",10,0,1,0,0,0
"8401","Hit and Run","2021-06-14","2021","June","19","Wed",10,0,1,0,0,0
"8402","Fraud-false pretense","2021-06-14","2021","June","18","Wed",10,0,1,0,0,0
"8403","Lost/FoundProperty","2021-06-14","2021","June","17","Wed",10,0,1,0,0,0
"8404","Assist Citizen - Medical","2021-06-14","2021","June","16","Wed",10,0,1,0,0,0
"8405","Phone Calls - Threat or Obscene","2021-06-14","2021","June","15","Wed",10,0,1,0,0,0
"8406","Larceny - Theft from Building","2021-06-14","2021","June","12","Wed",10,0,1,0,0,0
"8407","Missing Person-juvenile","2021-06-14","2021","June","04","Wed",10,0,1,0,0,0
"8408","Death Investigation - DOA","2021-06-14","2021","June","04","Wed",10,0,1,0,0,0
"8409","Assault Simple","2021-06-14","2021","June","01","Wed",10,0,1,0,0,0
"8410","Suspicious Activity","2021-06-13","2021","June","23","Tues",13,0,1,0,0,0
"8411","Drug/Narcotics Violation","2021-06-13","2021","June","23","Tues",13,0,1,0,0,0
"8412","Drug/Narcotics Violation","2021-06-13","2021","June","23","Tues",13,0,1,0,0,0
"8413","Suspicious Activity","2021-06-13","2021","June","22","Tues",13,0,1,0,0,0
"8414","Hit and Run","2021-06-13","2021","June","22","Tues",13,0,1,0,0,0
"8415","Larceny - Theft from Building","2021-06-13","2021","June","18","Tues",13,0,1,0,0,0
"8416","Phone Calls - Threat or Obscene","2021-06-13","2021","June","16","Tues",13,0,1,0,0,0
"8417","Larceny - All Other","2021-06-13","2021","June","14","Tues",13,0,1,0,0,0
"8418","Burglary","2021-06-13","2021","June","12","Tues",13,0,1,0,0,0
"8419","Harassment","2021-06-13","2021","June","11","Tues",13,0,1,0,0,0
"8420","Assist Citizen - Mental/TDO/ECO","2021-06-13","2021","June","10","Tues",13,0,1,0,0,0
"8421","Hit and Run","2021-06-13","2021","June","04","Tues",13,0,1,0,0,0
"8422","Vandalism","2021-06-13","2021","June","03","Tues",13,0,1,0,0,0
"8423","Warrant Service","2021-06-12","2021","June","20","Mon",9,0,1,0,0,0
"8424","Assist Citizen - Mental/TDO/ECO","2021-06-12","2021","June","19","Mon",9,0,1,0,0,0
"8425","Larceny - All Other","2021-06-12","2021","June","17","Mon",9,0,1,0,0,0
"8426","Assault Simple","2021-06-12","2021","June","16","Mon",9,0,1,0,0,0
"8427","Harassment","2021-06-12","2021","June","13","Mon",9,0,1,0,0,0
"8428","Motor Vehicle Theft","2021-06-12","2021","June","07","Mon",9,0,1,0,0,0
"8429","Hit and Run","2021-06-12","2021","June","03","Mon",9,0,1,0,0,0
"8430","Larceny - Of Veh Parts/Access","2021-06-12","2021","June","02","Mon",9,0,1,0,0,0
"8431","Trespass","2021-06-12","2021","June","00","Mon",9,0,1,0,0,0
"8432","Burglary","2021-06-11","2021","June","23","Sun",7,0,1,0,0,0
"8433","Fraud-false pretense","2021-06-11","2021","June","22","Sun",7,0,1,0,0,0
"8434","Larceny - From Motor Vehicle","2021-06-11","2021","June","21","Sun",7,0,1,0,0,0
"8435","Hit and Run","2021-06-11","2021","June","15","Sun",7,0,1,0,0,0
"8436","Fraud-impersonation","2021-06-11","2021","June","13","Sun",7,0,1,0,0,0
"8437","Assault Aggravated","2021-06-11","2021","June","11","Sun",7,0,1,0,0,0
"8438","Lost/FoundProperty","2021-06-11","2021","June","00","Sun",7,0,1,0,0,0
"8439","Larceny - All Other","2021-06-10","2021","June","23","Sat",7,0,1,0,0,0
"8440","Larceny - From Motor Vehicle","2021-06-10","2021","June","19","Sat",7,0,1,0,0,0
"8441","Fraud-impersonation","2021-06-10","2021","June","18","Sat",7,0,1,0,0,0
"8442","Disturbance - Non Domestic","2021-06-10","2021","June","16","Sat",7,0,1,0,0,0
"8443","Larceny - Of Veh Parts/Access","2021-06-10","2021","June","13","Sat",7,0,1,0,0,0
"8444","Sex Offense-forcible fondling","2021-06-10","2021","June","12","Sat",7,0,1,0,0,0
"8445","Assist Citizen - Mental/TDO/ECO","2021-06-10","2021","June","04","Sat",7,0,1,0,0,0
"8446","Motor Vehicle Theft","2021-06-09","2021","June","22","Fri",26,0,1,0,0,0
"8447","Assist Citizen - Mental/TDO/ECO","2021-06-09","2021","June","22","Fri",26,0,1,0,0,0
"8448","Larceny - From Motor Vehicle","2021-06-09","2021","June","21","Fri",26,0,1,0,0,0
"8449","Larceny - All Other","2021-06-09","2021","June","21","Fri",26,0,1,0,0,0
"8450","Hit and Run","2021-06-09","2021","June","21","Fri",26,0,1,0,0,0
"8451","Assist Citizen - Mental/TDO/ECO","2021-06-09","2021","June","20","Fri",26,0,1,0,0,0
"8452","Assist Citizen - Mental/TDO/ECO","2021-06-09","2021","June","19","Fri",26,0,1,0,0,0
"8453","Larceny - From Motor Vehicle","2021-06-09","2021","June","15","Fri",26,0,1,0,0,0
"8454","Hit and Run","2021-06-09","2021","June","15","Fri",26,0,1,0,0,0
"8455","Larceny - All Other","2021-06-09","2021","June","15","Fri",26,0,1,0,0,0
"8456","Larceny - All Other","2021-06-09","2021","June","14","Fri",26,0,1,0,0,0
"8457","Comm Relations Initiative - CRI","2021-06-09","2021","June","14","Fri",26,0,1,0,0,0
"8458","Comm Relations Initiative - CRI","2021-06-09","2021","June","14","Fri",26,0,1,0,0,0
"8459","Larceny - All Other","2021-06-09","2021","June","12","Fri",26,0,1,0,0,0
"8460","Drunkeness DIP","2021-06-09","2021","June","11","Fri",26,0,1,0,0,0
"8461","Larceny - From Motor Vehicle","2021-06-09","2021","June","11","Fri",26,0,1,0,0,0
"8462","Assist Citizen - Mental/TDO/ECO","2021-06-09","2021","June","09","Fri",26,0,1,0,0,0
"8463","Larceny - Shoplifitng","2021-06-09","2021","June","07","Fri",26,0,1,0,0,0
"8464","Runaway","2021-06-09","2021","June","07","Fri",26,0,1,0,0,0
"8465","Assist Citizen - Mental/TDO/ECO","2021-06-09","2021","June","04","Fri",26,0,1,0,0,0
"8466","Lost/FoundProperty","2021-06-09","2021","June","03","Fri",26,0,1,0,0,0
"8467","Animal Complaint","2021-06-09","2021","June","03","Fri",26,0,1,0,0,0
"8468","Larceny - Shoplifitng","2021-06-09","2021","June","03","Fri",26,0,1,0,0,0
"8469","Assist Citizen - Mental/TDO/ECO","2021-06-09","2021","June","01","Fri",26,0,1,0,0,0
"8470","Drug Investigation","2021-06-09","2021","June","01","Fri",26,0,1,0,0,0
"8471","Hit and Run","2021-06-09","2021","June","00","Fri",26,0,1,0,0,0
"8472","Hit and Run","2021-06-08","2021","June","19","Thurs",16,0,1,0,0,0
"8473","Disorderly Conduct","2021-06-08","2021","June","19","Thurs",16,0,1,0,0,0
"8474","Assist Agency - Arrest/warrant","2021-06-08","2021","June","18","Thurs",16,0,1,0,0,0
"8475","Hit and Run","2021-06-08","2021","June","17","Thurs",16,0,1,0,0,0
"8476","Larceny - All Other","2021-06-08","2021","June","17","Thurs",16,0,1,0,0,0
"8477","Larceny - Of Veh Parts/Access","2021-06-08","2021","June","17","Thurs",16,0,1,0,0,0
"8478","Assist Agency - Other","2021-06-08","2021","June","16","Thurs",16,0,1,0,0,0
"8479","Suspicious Activity","2021-06-08","2021","June","15","Thurs",16,0,1,0,0,0
"8480","Burglary","2021-06-08","2021","June","14","Thurs",16,0,1,0,0,0
"8481","Vandalism","2021-06-08","2021","June","12","Thurs",16,0,1,0,0,0
"8482","Driving Under the Influence","2021-06-08","2021","June","08","Thurs",16,0,1,0,0,0
"8483","Suspicious Activity","2021-06-08","2021","June","04","Thurs",16,0,1,0,0,0
"8484","Larceny - All Other","2021-06-08","2021","June","04","Thurs",16,0,1,0,0,0
"8485","Traffic Stops","2021-06-08","2021","June","03","Thurs",16,0,1,0,0,0
"8486","Fraud-credit card","2021-06-08","2021","June","01","Thurs",16,0,1,0,0,0
"8487","Domestic Disturbance","2021-06-08","2021","June","01","Thurs",16,0,1,0,0,0
"8488","Warrant Service","2021-06-07","2021","June","22","Wed",11,0,1,0,0,0
"8489","Stolen Property Offenses","2021-06-07","2021","June","21","Wed",11,0,1,0,0,0
"8490","Lost/FoundProperty","2021-06-07","2021","June","20","Wed",11,0,1,0,0,0
"8491","Larceny - All Other","2021-06-07","2021","June","19","Wed",11,0,1,0,0,0
"8492","Fraud-impersonation","2021-06-07","2021","June","18","Wed",11,0,1,0,0,0
"8493","Assault Aggravated","2021-06-07","2021","June","14","Wed",11,0,1,0,0,0
"8494","Larceny - All Other","2021-06-07","2021","June","12","Wed",11,0,1,0,0,0
"8495","Larceny - All Other","2021-06-07","2021","June","11","Wed",11,0,1,0,0,0
"8496","Vandalism","2021-06-07","2021","June","11","Wed",11,0,1,0,0,0
"8497","Assist Citizen - Mental/TDO/ECO","2021-06-07","2021","June","04","Wed",11,0,1,0,0,0
"8498","Larceny - Shoplifitng","2021-06-07","2021","June","04","Wed",11,0,1,0,0,0
"8499","Disorderly Conduct","2021-06-06","2021","June","23","Tues",13,0,1,0,0,0
"8500","Traffic Stops","2021-06-06","2021","June","21","Tues",13,0,1,0,0,0
"8501","Assist Citizen - Mental/TDO/ECO","2021-06-06","2021","June","20","Tues",13,0,1,0,0,0
"8502","Hit and Run","2021-06-06","2021","June","19","Tues",13,0,1,0,0,0
"8503","Assault Simple","2021-06-06","2021","June","12","Tues",13,0,1,0,0,0
"8504","Assault Aggravated","2021-06-06","2021","June","12","Tues",13,0,1,0,0,0
"8505","Larceny - From Motor Vehicle","2021-06-06","2021","June","10","Tues",13,0,1,0,0,0
"8506","Hit and Run","2021-06-06","2021","June","08","Tues",13,0,1,0,0,0
"8507","Unauthorized Use of Motor Veh","2021-06-06","2021","June","06","Tues",13,0,1,0,0,0
"8508","Disorderly Conduct","2021-06-06","2021","June","05","Tues",13,0,1,0,0,0
"8509","Assist Citizen - Mental/TDO/ECO","2021-06-06","2021","June","02","Tues",13,0,1,0,0,0
"8510","Missing Person-juvenile","2021-06-06","2021","June","01","Tues",13,0,1,0,0,0
"8511","Missing Person-juvenile","2021-06-06","2021","June","01","Tues",13,0,1,0,0,0
"8512","Assault Simple","2021-06-05","2021","June","23","Mon",12,0,1,0,0,0
"8513","Assault Simple","2021-06-05","2021","June","21","Mon",12,0,1,0,0,0
"8514","Assist Citizen - Mental/TDO/ECO","2021-06-05","2021","June","07","Mon",12,0,1,0,0,0
"8515","Trespass","2021-06-05","2021","June","05","Mon",12,0,1,0,0,0
"8516","Driving Under the Influence","2021-06-05","2021","June","05","Mon",12,0,1,0,0,0
"8517","Assault Simple","2021-06-05","2021","June","04","Mon",12,0,1,0,0,0
"8518","Assault Aggravated","2021-06-05","2021","June","03","Mon",12,0,1,0,0,0
"8519","Accident Property Damage","2021-06-05","2021","June","02","Mon",12,0,1,0,0,0
"8520","Phone Calls - Threat or Obscene","2021-06-05","2021","June","02","Mon",12,0,1,0,0,0
"8521","Shots Fired/Illegal Hunting","2021-06-05","2021","June","02","Mon",12,1,0,0,0,1
"8522","Missing Person-juvenile","2021-06-05","2021","June","00","Mon",12,0,1,0,0,0
"8523","Phone Calls - Threat or Obscene","2021-06-05","2021","June","00","Mon",12,0,1,0,0,0
"8524","Animal Complaint","2021-06-04","2021","June","23","Sun",21,0,1,0,0,0
"8525","Assault Aggravated","2021-06-04","2021","June","22","Sun",21,0,1,0,0,0
"8526","Assist Citizen - Mental/TDO/ECO","2021-06-04","2021","June","22","Sun",21,0,1,0,0,0
"8527","Missing Person-juvenile","2021-06-04","2021","June","21","Sun",21,0,1,0,0,0
"8528","Hit and Run","2021-06-04","2021","June","20","Sun",21,0,1,0,0,0
"8529","Larceny - All Other","2021-06-04","2021","June","20","Sun",21,0,1,0,0,0
"8530","Misc - Non-Criminal Call","2021-06-04","2021","June","20","Sun",21,0,1,0,0,0
"8531","Larceny - From Motor Vehicle","2021-06-04","2021","June","19","Sun",21,0,1,0,0,0
"8532","Fraud-false pretense","2021-06-04","2021","June","19","Sun",21,0,1,0,0,0
"8533","Vandalism","2021-06-04","2021","June","16","Sun",21,0,1,0,0,0
"8534","Assault Simple","2021-06-04","2021","June","15","Sun",21,0,1,0,0,0
"8535","Drug Investigation","2021-06-04","2021","June","15","Sun",21,0,1,0,0,0
"8536","Assist Citizen - Mental/TDO/ECO","2021-06-04","2021","June","15","Sun",21,0,1,0,0,0
"8537","Larceny - All Other","2021-06-04","2021","June","15","Sun",21,0,1,0,0,0
"8538","Assault Intimidation","2021-06-04","2021","June","14","Sun",21,0,1,0,0,0
"8539","Disturbance - Non Domestic","2021-06-04","2021","June","13","Sun",21,0,1,0,0,0
"8540","Larceny - From Motor Vehicle","2021-06-04","2021","June","11","Sun",21,0,1,0,0,0
"8541","Motor Vehicle Theft","2021-06-04","2021","June","10","Sun",21,0,1,0,0,0
"8542","Vandalism","2021-06-04","2021","June","06","Sun",21,0,1,0,0,0
"8543","Lost/FoundProperty","2021-06-04","2021","June","01","Sun",21,0,1,0,0,0
"8544","Drug/Narcotics Violation","2021-06-04","2021","June","00","Sun",21,0,1,0,0,0
"8545","Assist Citizen - Mental/TDO/ECO","2021-06-03","2021","June","23","Sat",14,0,1,0,0,0
"8546","Drug/Narcotics Violation","2021-06-03","2021","June","22","Sat",14,0,1,0,0,0
"8547","Larceny - Shoplifitng","2021-06-03","2021","June","22","Sat",14,0,1,0,0,0
"8548","Drunkeness DIP","2021-06-03","2021","June","22","Sat",14,0,1,0,0,0
"8549","Larceny - All Other","2021-06-03","2021","June","20","Sat",14,0,1,0,0,0
"8550","Suspicious Activity","2021-06-03","2021","June","18","Sat",14,0,1,0,0,0
"8551","Harassment","2021-06-03","2021","June","18","Sat",14,0,1,0,0,0
"8552","Larceny - Of Veh Parts/Access","2021-06-03","2021","June","17","Sat",14,0,1,0,0,0
"8553","Assist Citizen - Mental/TDO/ECO","2021-06-03","2021","June","16","Sat",14,0,1,0,0,0
"8554","Sex Offense - Forcible Rape","2021-06-03","2021","June","15","Sat",14,0,1,0,0,0
"8555","Larceny - Shoplifitng","2021-06-03","2021","June","13","Sat",14,0,1,0,0,0
"8556","Narcotics","2021-06-03","2021","June","11","Sat",14,0,1,0,0,0
"8557","Hit and Run","2021-06-03","2021","June","11","Sat",14,0,1,0,0,0
"8558","Sex Offense-forcible fondling","2021-06-03","2021","June","00","Sat",14,0,1,0,0,0
"8559","Animal Complaint","2021-06-02","2021","June","23","Fri",23,0,1,0,0,0
"8560","Hit and Run","2021-06-02","2021","June","22","Fri",23,0,1,0,0,0
"8561","Larceny - Theft from Building","2021-06-02","2021","June","22","Fri",23,0,1,0,0,0
"8562","Suspicious Activity","2021-06-02","2021","June","22","Fri",23,0,1,0,0,0
"8563","Accident w/Injuries","2021-06-02","2021","June","21","Fri",23,0,1,0,0,0
"8564","Drug Equipment Violation","2021-06-02","2021","June","21","Fri",23,0,1,0,0,0
"8565","Misc - Non-Criminal Call","2021-06-02","2021","June","20","Fri",23,0,1,0,0,0
"8566","Warrant Service","2021-06-02","2021","June","19","Fri",23,0,1,0,0,0
"8567","Sex Offense-statutory rape","2021-06-02","2021","June","19","Fri",23,0,1,0,0,0
"8568","Larceny - All Other","2021-06-02","2021","June","18","Fri",23,0,1,0,0,0
"8569","Suspicious Activity","2021-06-02","2021","June","17","Fri",23,0,1,0,0,0
"8570","Larceny - All Other","2021-06-02","2021","June","17","Fri",23,0,1,0,0,0
"8571","Hit and Run","2021-06-02","2021","June","17","Fri",23,0,1,0,0,0
"8572","Disturbance - Non Domestic","2021-06-02","2021","June","16","Fri",23,0,1,0,0,0
"8573","Larceny - All Other","2021-06-02","2021","June","14","Fri",23,0,1,0,0,0
"8574","Larceny - All Other","2021-06-02","2021","June","14","Fri",23,0,1,0,0,0
"8575","Hit and Run","2021-06-02","2021","June","13","Fri",23,0,1,0,0,0
"8576","Missing Person-adult","2021-06-02","2021","June","12","Fri",23,0,1,0,0,0
"8577","Missing Person-juvenile","2021-06-02","2021","June","12","Fri",23,0,1,0,0,0
"8578","Missing Person-juvenile","2021-06-02","2021","June","12","Fri",23,0,1,0,0,0
"8579","Hit and Run","2021-06-02","2021","June","11","Fri",23,0,1,0,0,0
"8580","Assault Aggravated","2021-06-02","2021","June","03","Fri",23,0,1,0,0,0
"8581","Suspicious Activity","2021-06-02","2021","June","01","Fri",23,0,1,0,0,0
"8582","Larceny - Shoplifitng","2021-06-01","2021","June","22","Thurs",11,0,1,0,0,0
"8583","Fraud-false pretense","2021-06-01","2021","June","22","Thurs",11,0,1,0,0,0
"8584","Animal Complaint","2021-06-01","2021","June","22","Thurs",11,0,1,0,0,0
"8585","Animal Complaint","2021-06-01","2021","June","19","Thurs",11,0,1,0,0,0
"8586","Hit and Run","2021-06-01","2021","June","18","Thurs",11,0,1,0,0,0
"8587","Larceny - All Other","2021-06-01","2021","June","18","Thurs",11,0,1,0,0,0
"8588","Fraud-false pretense","2021-06-01","2021","June","17","Thurs",11,0,1,0,0,0
"8589","Assist Citizen - Mental/TDO/ECO","2021-06-01","2021","June","15","Thurs",11,0,1,0,0,0
"8590","Vandalism","2021-06-01","2021","June","13","Thurs",11,0,1,0,0,0
"8591","Shots Fired/Illegal Hunting","2021-06-01","2021","June","07","Thurs",11,1,0,0,0,1
"8592","Vandalism","2021-06-01","2021","June","04","Thurs",11,0,1,0,0,0
"8593","Hit and Run","2021-05-31","2021","May","23","Wed",14,0,1,0,0,0
"8594","Larceny - All Other","2021-05-31","2021","May","23","Wed",14,0,1,0,0,0
"8595","Larceny - All Other","2021-05-31","2021","May","23","Wed",14,0,1,0,0,0
"8596","Assault Aggravated","2021-05-31","2021","May","19","Wed",14,0,1,0,0,0
"8597","Suspicious Activity","2021-05-31","2021","May","18","Wed",14,0,1,0,0,0
"8598","Disorderly Conduct","2021-05-31","2021","May","18","Wed",14,0,1,0,0,0
"8599","Animal Complaint","2021-05-31","2021","May","18","Wed",14,0,1,0,0,0
"8600","Vandalism","2021-05-31","2021","May","17","Wed",14,0,1,0,0,0
"8601","Disorderly Conduct","2021-05-31","2021","May","15","Wed",14,0,1,0,0,0
"8602","Assist Citizen - Mental/TDO/ECO","2021-05-31","2021","May","11","Wed",14,0,1,0,0,0
"8603","Assist Citizen - Mental/TDO/ECO","2021-05-31","2021","May","05","Wed",14,0,1,0,0,0
"8604","Disorderly Conduct","2021-05-31","2021","May","03","Wed",14,0,1,0,0,0
"8605","Assault Intimidation","2021-05-31","2021","May","02","Wed",14,0,1,0,0,0
"8606","Motor Vehicle Theft","2021-05-31","2021","May","00","Wed",14,0,1,0,0,0
"8607","Misc - Criminal Call","2021-05-30","2021","May","22","Tues",8,0,1,0,0,0
"8608","Drug Equipment Violation","2021-05-30","2021","May","22","Tues",8,0,1,0,0,0
"8609","Assist Citizen - Mental/TDO/ECO","2021-05-30","2021","May","20","Tues",8,0,1,0,0,0
"8610","Shots Fired/Illegal Hunting","2021-05-30","2021","May","15","Tues",8,1,0,0,0,1
"8611","Suspicious Activity","2021-05-30","2021","May","06","Tues",8,0,1,0,0,0
"8612","Assault Simple","2021-05-30","2021","May","06","Tues",8,0,1,0,0,0
"8613","Assist Citizen - Mental/TDO/ECO","2021-05-30","2021","May","05","Tues",8,0,1,0,0,0
"8614","Disorderly Conduct","2021-05-30","2021","May","02","Tues",8,0,1,0,0,0
"8615","Burglary","2021-05-29","2021","May","17","Mon",10,0,1,0,0,0
"8616","Assault Intimidation","2021-05-29","2021","May","17","Mon",10,0,1,0,0,0
"8617","Drug/Narcotics Violation","2021-05-29","2021","May","16","Mon",10,0,1,0,0,0
"8618","Vandalism","2021-05-29","2021","May","13","Mon",10,0,1,0,0,0
"8619","Larceny - From Motor Vehicle","2021-05-29","2021","May","12","Mon",10,0,1,0,0,0
"8620","Lost/FoundProperty","2021-05-29","2021","May","08","Mon",10,0,1,0,0,0
"8621","Assist Citizen - Mental/TDO/ECO","2021-05-29","2021","May","06","Mon",10,0,1,0,0,0
"8622","Assault Aggravated","2021-05-29","2021","May","06","Mon",10,0,1,0,0,0
"8623","Sex Offense - Forcible Sodomy","2021-05-29","2021","May","05","Mon",10,0,1,0,0,0
"8624","Assault Intimidation","2021-05-29","2021","May","05","Mon",10,0,1,0,0,0
"8625","Larceny - All Other","2021-05-28","2021","May","20","Sun",8,0,1,0,0,0
"8626","Vandalism","2021-05-28","2021","May","20","Sun",8,0,1,0,0,0
"8627","Assault Simple","2021-05-28","2021","May","14","Sun",8,0,1,0,0,0
"8628","Lost/FoundProperty","2021-05-28","2021","May","11","Sun",8,0,1,0,0,0
"8629","Misc - Criminal Call","2021-05-28","2021","May","07","Sun",8,0,1,0,0,0
"8630","Assault Aggravated","2021-05-28","2021","May","04","Sun",8,0,1,0,0,0
"8631","Shots Fired/Illegal Hunting","2021-05-28","2021","May","03","Sun",8,1,0,0,0,1
"8632","Assault Intimidation","2021-05-28","2021","May","03","Sun",8,0,1,0,0,0
"8633","Fraud-false pretense","2021-05-27","2021","May","22","Sat",10,0,1,0,0,0
"8634","Hit and Run","2021-05-27","2021","May","20","Sat",10,0,1,0,0,0
"8635","Drug Equipment Violation","2021-05-27","2021","May","20","Sat",10,0,1,0,0,0
"8636","Animal Complaint","2021-05-27","2021","May","20","Sat",10,0,1,0,0,0
"8637","Larceny - Of Veh Parts/Access","2021-05-27","2021","May","14","Sat",10,0,1,0,0,0
"8638","Suspicious Activity","2021-05-27","2021","May","13","Sat",10,0,1,0,0,0
"8639","Assault Aggravated","2021-05-27","2021","May","11","Sat",10,0,1,0,0,0
"8640","Motor Vehicle Theft","2021-05-27","2021","May","08","Sat",10,0,1,0,0,0
"8641","Misc - Criminal Call","2021-05-27","2021","May","05","Sat",10,0,1,0,0,0
"8642","Assault Intimidation","2021-05-27","2021","May","00","Sat",10,0,1,0,0,0
"8643","Hit and Run","2021-05-26","2021","May","22","Fri",7,0,1,0,0,0
"8644","Larceny - From Motor Vehicle","2021-05-26","2021","May","22","Fri",7,0,1,0,0,0
"8645","Larceny - From Motor Vehicle","2021-05-26","2021","May","22","Fri",7,0,1,0,0,0
"8646","Larceny - From Motor Vehicle","2021-05-26","2021","May","21","Fri",7,0,1,0,0,0
"8647","Pornography","2021-05-26","2021","May","18","Fri",7,0,1,0,0,0
"8648","Death Investigation - DOA","2021-05-26","2021","May","18","Fri",7,0,1,0,0,0
"8649","Assist Citizen - Mental/TDO/ECO","2021-05-26","2021","May","06","Fri",7,0,1,0,0,0
"8650","Assist Citizen - Mental/TDO/ECO","2021-05-25","2021","May","22","Thurs",16,0,1,0,0,0
"8651","Assist Citizen - Mental/TDO/ECO","2021-05-25","2021","May","22","Thurs",16,0,1,0,0,0
"8652","Drug Equipment Violation","2021-05-25","2021","May","19","Thurs",16,0,1,0,0,0
"8653","Domestic Disturbance","2021-05-25","2021","May","18","Thurs",16,0,1,0,0,0
"8654","Hit and Run","2021-05-25","2021","May","16","Thurs",16,0,1,0,0,0
"8655","Lost/FoundProperty","2021-05-25","2021","May","15","Thurs",16,0,1,0,0,0
"8656","Fraud-impersonation","2021-05-25","2021","May","14","Thurs",16,0,1,0,0,0
"8657","Hit and Run","2021-05-25","2021","May","14","Thurs",16,0,1,0,0,0
"8658","Assault Simple","2021-05-25","2021","May","14","Thurs",16,0,1,0,0,0
"8659","Assault Simple","2021-05-25","2021","May","13","Thurs",16,0,1,0,0,0
"8660","Assault Simple","2021-05-25","2021","May","13","Thurs",16,0,1,0,0,0
"8661","Larceny - From Motor Vehicle","2021-05-25","2021","May","11","Thurs",16,0,1,0,0,0
"8662","Larceny - All Other","2021-05-25","2021","May","08","Thurs",16,0,1,0,0,0
"8663","Suspicious Activity","2021-05-25","2021","May","07","Thurs",16,0,1,0,0,0
"8664","Disorderly Conduct","2021-05-25","2021","May","05","Thurs",16,0,1,0,0,0
"8665","Assist Citizen - Mental/TDO/ECO","2021-05-25","2021","May","01","Thurs",16,0,1,0,0,0
