RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer
10230,Assault Simple,202100012185,1900,EMMET ST N,CPD,2021/05/05 22:39:40+00,1839,"Houchens, Jamell"
10231,Larceny - Of Veh Parts/Access,202100012162,400,17TH ST NW,CPD,2021/05/05 18:32:16+00,1432,"Burnett, James"
10232,Larceny - All Other,202100012160,1400,UNIVERSITY AVE,CPD,2021/05/05 18:30:01+00,1430,"Arndt, Brian"
10233,Assist Citizen - Mental/TDO/ECO,202100012157,300,MIDDLETON LN,CPD,2021/05/05 17:43:12+00,1343,"Young, Steven"
10234,Animal - Bite,202100012153,200,HUNTLEY AVE,CPD,2021/05/05 16:49:32+00,1249,"Young, Steven"
10235,Stolen Property Offenses,202100012145,400,RIDGE MCINTIRE RD,CPD,2021/05/05 14:23:19+00,1023,"Pittman, Terry"
10236,Assault Simple,202100012132,800,"HARDY DR, C",CPD,2021/05/05 07:22:41+00,0322,"Best, Lisa"
10237,Assault Aggravated,202100012115,700,PROSPECT AVE,CPD,2021/05/05 03:35:54+00,2335,"Hounsel, Eli"
10238,Larceny - All Other,202100012113,500,PATON ST,CPD,2021/05/05 02:49:29+00,2249,"Blackwell, Kyle"
10239,Suspicious Activity,202100012100,2600,JEFFERSON PARK AVE,CPD,2021/05/04 23:21:50+00,1921,"Middleton, Matthew"
10240,Fraud-impersonation,202100012085,600,HARRIS RD,CPD,2021/05/04 21:29:41+00,1729,"Chan, William"
10241,Hit and Run,202100012084,300,250 BYPASS,CPD,2021/05/04 21:21:55+00,1721,"Burchardt, Rudy"
10242,Assist Citizen - Mental/TDO/ECO,202100012072,,MARTIN ST / SMITH ST,CPD,2021/05/04 19:51:20+00,1551,"Lowry, Ryan"
10243,Larceny - All Other,202100012063,900,ROUGEMONT AVE,CPD,2021/05/04 18:38:03+00,1438,"Johnston, Ernest"
10244,Larceny - All Other,202100012059,1600,MERIDIAN ST,CPD,2021/05/04 17:40:11+00,1340,"Samar, Jack"
10245,Animal - Bite,202100012052,300,6TH ST SE,CPD,2021/05/04 16:16:39+00,1216,"Johnston, Ernest"
10246,Lost/FoundProperty,202100012050,1100,5TH ST SW,CPD,2021/05/04 15:33:53+00,1133,"Johnston, Ernest"
10247,Fraud-wire fraud,202100012045,1400,GRACE ST,CPD,2021/05/04 14:43:02+00,1043,"McKeown, Kaitlyn"
10248,Vandalism,202100012038,100,E MARKET ST,CPD,2021/05/04 12:13:22+00,0813,"McKeown, Kaitlyn"
10249,Assault Simple,202100011990,700,HINTON AVE,CPD,2021/05/03 20:43:09+00,1643,"Via, Ryan"
10250,Fraud-false pretense,202100011981,100,STADIUM RD,CPD,2021/05/03 20:01:00+00,1601,"Middleton, Matthew"
10251,Assist Citizen - Mental/TDO/ECO,202100011975,1100,LOCUST AVE,CPD,2021/05/03 19:39:50+00,1539,"Lowry, Ryan"
10252,Vandalism,202100011971,500,16TH ST NW,CPD,2021/05/03 19:29:41+00,1529,"Johnston, Ernest"
10253,Warrant Service,202100011967,1300,MAIN ST W,CPD,2021/05/03 18:26:52+00,1426,"Young, Steven"
10254,Embezzelment,202100011962,1800,MONTICELLO RD,CPD,2021/05/03 17:34:16+00,1334,"HARPINE, MATTHEW"
10255,Hit and Run,202100011961,200,RUGBY RD,CPD,2021/05/03 17:31:58+00,1331,"Johnston, Ernest"
10256,Phone Calls - Annoying,202100011952,1300,EMMET ST N,CPD,2021/05/03 15:45:10+00,1145,"Johnston, Ernest"
10257,Hit and Run,202100011950,300,SPRUCE ST,CPD,2021/05/03 15:08:55+00,1108,"Turner, Devon"
10258,Trespass,202100011942,100,LANKFORD AVE,CPD,2021/05/03 12:35:17+00,0835,"Young, Steven"
10259,Larceny - From Motor Vehicle,202100011936,2100,MICHIE DR,CPD,2021/05/03 11:24:36+00,0724,"Johnston, Ernest"
10260,Assist Citizen - Mental/TDO/ECO,202100011931,700,BELMONT COTTAGE LN,CPD,2021/05/03 06:12:03+00,0212,"Groff, Hayden"
10261,Vandalism,202100011920,800,"HARDY DR, C",CPD,2021/05/03 04:54:33+00,0054,"Vlasis, Christopher"
10262,Assist Citizen - Mental/TDO/ECO,202100011916,200,FAIRWAY AVE,CPD,2021/05/03 04:21:04+00,0021,"Morrison, Kyle"
10263,Assault Simple,202100011892,1200,CEDARS CT,CPD,2021/05/02 22:43:09+00,1843,"Smith, Daniel"
10264,Hit and Run,202100011885,100,MADISON LN,CPD,2021/05/02 21:15:12+00,1715,"Houchens, Jamell"
10265,Larceny - All Other,202100011884,600,BAILEY RD,CPD,2021/05/02 20:50:00+00,1650,"Middleton, Matthew"
10266,Assault Simple,202100011882,100,W MAIN ST,CPD,2021/05/02 20:03:43+00,1603,"Alfonso, Sean"
10267,Death Investigation - DOA,202100011878,1800,"EMMET ST N, 109",CPD,2021/05/02 19:16:25+00,1516,"Smith, Daniel"
10268,Vandalism,202100011873,800,E HIGH ST,CPD,2021/05/02 18:27:00+00,1427,"Johnston, Ernest"
10269,Animal - Bite,202100011870,200,E MAIN ST,CPD,2021/05/02 17:10:12+00,1310,"Samar, Jack"
10270,Suspicious Activity,202100011864,700,CARGIL LN,CPD,2021/05/02 14:20:04+00,1020,"Johnston, Ernest"
10271,Assault Simple,202100011856,1800,"JEFFERSON PARK AVE, 132D",CPD,2021/05/02 12:00:44+00,0800,"Young, Steven"
10272,Assault Simple,202100011855,1500,UNIVERSITY AVE,CPD,2021/05/02 11:37:47+00,0737,"Pittman, Terry"
10273,Unauthorized Use of Motor Veh,202100011814,500,"RIDGE ST, APT 2",CPD,2021/05/02 02:37:22+00,2237,"Groff, Hayden"
10274,Hit and Run,202100011809,200,10TH ST NW,CPD,2021/05/02 02:09:17+00,2209,"Holley, Barrett"
10275,Driving Under the Influence,202100011788,1400,BRIARCLIFF AVE,CPD,2021/05/01 23:05:15+00,1905,"Middleton, Matthew"
10276,Suspicious Activity,202100011786,400,RIDGE MCINTIRE RD,CPD,2021/05/01 22:40:45+00,1840,"Eckenroth, Rachel"
10277,Suspicious Activity,202100011773,700,SHAMROCK RD,CPD,2021/05/01 20:47:39+00,1647,"Pittman, Terry"
10278,Hit and Run,202100011768,100,MADISON LN,CPD,2021/05/01 19:14:27+00,1514,"Burnett, James"
10279,Fraud-credit card,202100011762,2000,"JEFFERSON PARK AVE, 1",CPD,2021/05/01 18:09:29+00,1409,"Burnett, James"
10280,Hit and Run,202100011761,,WERTLAND ST / 14TH ST NW,CPD,2021/05/01 16:33:18+00,1233,"Burnett, James"
10281,Extortion/Blackmail,202100011756,400,RIVERSIDE AVE,CPD,2021/05/01 15:57:11+00,1157,"Gower, Charles"
10282,Shots Fired/Illegal Hunting,202100011740,500,12TH ST NW,CPD,2021/05/01 12:59:48+00,0859,"Bayles, Shawn"
10283,Assault Intimidation,202100011747,100,W MARKET ST,CPD,2021/05/01 12:53:14+00,0853,"Gower, Charles"
10284,Lost/FoundProperty,202100011738,200,W MAIN ST,CPD,2021/05/01 10:30:14+00,0630,"Belinski, Thomas"
10285,Sex Offense-forcible fondling,202100011732,100,MADISON LN,CPD,2021/05/01 07:00:21+00,0300,"Hall, Stephen"
10286,Assault Aggravated,202100011728,100,"LONGWOOD DR, C",CPD,2021/05/01 05:22:26+00,0122,"Bowers, Justin"
10287,Assist Citizen - Welfare Check,202100011726,1400,"CHESAPEAKE ST, A",CPD,2021/05/01 04:51:47+00,0051,"Belinski, Thomas"
10288,Hit and Run,202100011720,1100,5TH ST SW,CPD,2021/05/01 03:20:21+00,2320,"Houchens, Jamell"
10289,Trespass,202100011715,700,"PROSPECT AVE, G",CPD,2021/05/01 02:50:39+00,2250,"Gower, Charles"
10290,Motor Vehicle Theft,202100011716,200,SUNSET AVE,CPD,2021/05/01 02:46:54+00,2246,"Houchens, Jamell"
10291,Motor Vehicle Theft,202100011722,,1ST ST N / E MARKET ST,CPD,2021/05/01 02:26:25+00,2226,"Lowe, Courteny"
10292,Shots Fired/Illegal Hunting,202100011712,800,HARDY DR,CPD,2021/05/01 02:21:53+00,2221,"Vlasis, Christopher"
10293,Assault Simple,202100011698,900,ALTAVISTA AVE,CPD,2021/04/30 22:28:20+00,1828,"Huffman, Mark"
10294,Hit and Run,202100011696,1900,EMMET ST N,CPD,2021/04/30 21:55:14+00,1755,"Gower, Charles"
10295,Assault Aggravated,202100011694,2100,BARRACKS RD,CPD,2021/04/30 21:37:21+00,1737,"Smith, Daniel"
10296,Death Investigation - DOA,202100011685,200,SHAMROCK RD,CPD,2021/04/30 19:31:54+00,1531,"Pendleton, Eric"
10297,Assist Citizen - Mental/TDO/ECO,202100011682,500,VALLEY RD,CPD,2021/04/30 19:04:23+00,1504,"Pittman, Terry"
10298,Assist Citizen - Misc,202100011674,900,ROCK CREEK RD,CPD,2021/04/30 17:40:14+00,1340,"Turner, Devon"
10299,Larceny - From Motor Vehicle,202100011669,1200,W MAIN ST,CPD,2021/04/30 16:47:04+00,1247,"Pittman, Terry"
10300,Weapons Violations,202100011690,900,EMMET ST N,CPD,2021/04/30 16:24:26+00,1224,"Stayments, Ronald "
10301,Assist Citizen - Mental/TDO/ECO,202100011649,2300,GLENN CT,CPD,2021/04/30 13:19:03+00,0919,"Shiflett, Tammy"
10302,Suspicious Activity,202100011643,2500,PLATEAU RD,CPD,2021/04/30 12:12:05+00,0812,"HARPINE, MATTHEW"
10303,Narcotics,202100011642,700,PROSPECT AVE,CPD,2021/04/30 09:41:48+00,0541,"Hounsel, Eli"
10304,Assault Simple,202100011641,700,"PROSPECT AVE, B",CPD,2021/04/30 08:48:10+00,0448,"Hounsel, Eli"
10305,Assist Citizen - Mental/TDO/ECO,202100011636,400,4TH ST NW,CPD,2021/04/30 05:52:08+00,0152,"Adams, Jonathan"
10306,Shots Fired/Illegal Hunting,202100011630,1900,SWANSON DR,CPD,2021/04/30 04:12:37+00,0012,"Adams, Jonathan"
10307,Assault Simple,202100011622,,LANKFORD AVE / RIDGE ST,CPD,2021/04/30 02:44:14+00,2244,"Hall, Stephen"
10308,Robbery - Armed,202100011614,800,AVON ST,CPD,2021/04/30 01:42:13+00,2142,"Bowers, Justin"
10309,Burglary,202100011613,200,6TH ST NW,CPD,2021/04/30 00:33:12+00,2033,"Holley, Barrett"
10310,Assault Simple,202100011609,900,EMMET ST N,CPD,2021/04/30 00:16:53+00,2016,"Holley, Barrett"
10311,Lost/FoundProperty,202100011607,1600,EMMET ST N,CPD,2021/04/29 23:52:49+00,1952,"Gower, Charles"
10312,Assault Simple,202100011605,800,MCINTIRE RD,CPD,2021/04/29 23:13:30+00,1913,"Bowers, Justin"
10313,Death Investigation - DOA,202100011604,100,MELBOURNE PARK CIR,CPD,2021/04/29 23:05:51+00,1905,"Lucas, Corbin"
10314,Hit and Run,202100011596,1800,HYDRAULIC RD,CPD,2021/04/29 21:22:08+00,1722,"Eckenroth, Rachel"
10315,Lost/FoundProperty,202100011589,600,E WATER ST,CPD,2021/04/29 20:13:51+00,1613,"Lucas, Corbin"
10316,Assault Simple,202100011588,700,"PROSPECT AVE, C",CPD,2021/04/29 19:08:09+00,1508,"Stein, Nathan"
10317,Vandalism,202100011583,700,ORANGEDALE AVE,CPD,2021/04/29 18:37:29+00,1437,"Barbour, Tremaine"
10318,Lost/FoundProperty,202100011576,1500,GORDON AVE,CPD,2021/04/29 17:06:59+00,1306,"McKeown, Kaitlyn"
10319,Suspicious Activity,202100011575,800,"HARDY DR, E",CPD,2021/04/29 16:53:01+00,1253,"Thomas, Eric"
10320,Larceny - From Motor Vehicle,202100011563,1500,6TH ST SE,CPD,2021/04/29 13:40:41+00,0940,"Johnston, Ernest"
10321,Suspicious Activity,202100011560,700,PROSPECT AVE,CPD,2021/04/29 12:25:26+00,0825,"Barbour, Tremaine"
10322,Assault Simple,202100011539,2200,WAYNE AVE,CPD,2021/04/29 03:47:42+00,2347,"Adams, Jonathan"
10323,Assault Simple,202100011525,100,DANBURY CT,CPD,2021/04/28 23:48:10+00,1948,"Bowers, Justin"
10324,Hit and Run,202100011522,,MONTROSE AVE / AVON ST,CPD,2021/04/28 23:08:50+00,1908,"Stein, Nathan"
10325,Burglary,202100011521,1600,MERIDIAN ST,CPD,2021/04/28 22:51:01+00,1851,"Bowers, Justin"
10326,Assist Agency - Other,202100011520,3100,FONTAINE AVENUE EXT,CPD,2021/04/28 22:38:14+00,1838,"Jones, Mark"
10327,Assist Citizen - Mental/TDO/ECO,202100011515,1000,RIO RD E,CPD,2021/04/28 21:19:05+00,1719,"Eckenroth, Rachel"
10328,Larceny - All Other,202100011506,1100,ST CLAIR AVE,CPD,2021/04/28 19:49:38+00,1549,"Shiflett, Tammy"
10329,Vandalism,202100011503,,W MAIN ST @ RIDGE ST,CPD,2021/04/28 18:30:01+00,1430,"Shiflett, Tammy"
10330,Vandalism,202100011496,700,PROSPECT AVE,CPD,2021/04/28 16:41:41+00,1241,"Tennyson, James"
10331,Death Investigation - DOA,202100011493,700,BLENHEIM AVE,CPD,2021/04/28 16:04:54+00,1204,"Pendleton, Eric"
10332,Hit and Run,202100011489,100,10TH ST NW,CPD,2021/04/28 15:32:49+00,1132,"Sandridge, Jeffrey"
10333,Larceny - Of Veh Parts/Access,202100011477,1600,ROSE HILL DR,CPD,2021/04/28 13:04:18+00,0904,"KEPLINGER, CHRISTOPHER"
10334,Larceny - From Motor Vehicle,202100011469,1400,GENTRY LN,CPD,2021/04/28 10:40:07+00,0640,"Adams, Jonathan"
10335,Assist Citizen - Mental/TDO/ECO,202100011462,200,RIDGE ST,CPD,2021/04/28 07:52:30+00,0352,"Belinski, Thomas"
10336,Drunkeness DIP,202100011459,1900,EMMET ST N,CPD,2021/04/28 07:05:35+00,0305,"Adams, Jonathan"
10337,Assault Simple,202100011434,500,"HARRIS RD, 103",CPD,2021/04/28 01:35:27+00,2135,"Huber, Christopher"
10338,Vandalism,202100011430,300,5TH ST SW,CPD,2021/04/28 00:45:01+00,2045,"Houchens, Jamell"
10339,Drug/Narcotics Violation,202100011424,,HARRIS RD / CHRISTA CT,CPD,2021/04/28 00:05:42+00,2005,"Stein, Nathan"
10340,Traffic Stops,202100011421,300,250 BYPASS,CPD,2021/04/27 23:37:40+00,1937,"Fink, James"
10341,Hit and Run,202100011419,200,"STRIBLING AVE, C",CPD,2021/04/27 23:11:35+00,1911,"Stein, Nathan"
10342,Accident w/Injuries,202100011417,500,W MAIN ST,CPD,2021/04/27 22:41:35+00,1841,"Lee, Chandler"
10343,Assist Citizen - Mental/TDO/ECO,202100011412,1100,SEMINOLE,CPD,2021/04/27 21:57:07+00,1757,"Fink, James"
10344,Missing Person-adult,202100011411,300,6TH ST SW,CPD,2021/04/27 21:47:09+00,1747,"Houchens, Jamell"
10345,Suspicious Activity,202100011408,100,RAYMOND AVE,CPD,2021/04/27 21:08:56+00,1708,"Houchens, Jamell"
10346,Drug/Narcotics Violation,202100011403,700,"HARRIS ST, 101",CPD,2021/04/27 20:55:39+00,1655,"Smith, Daniel"
10347,Hit and Run,202100011391,,ROSSER AVE E / 12TH ST NW,CPD,2021/04/27 18:04:10+00,1404,"Nash, Darius"
10348,Suspicious Activity,202100011389,1000,CARLTON AVE,CPD,2021/04/27 17:41:07+00,1341,"Hiner, Kim"
10349,Assist Citizen - Mental/TDO/ECO,202100011338,200,RIDGE ST,CPD,2021/04/27 02:42:06+00,2242,"Joiner, Chaka"
10350,Hit and Run,202100011331,,EMMET ST N / IVY RD,CPD,2021/04/27 01:47:53+00,2147,"Middleton, Matthew"
10351,Vandalism,202100011322,1000,ST CLAIR AVE,CPD,2021/04/26 22:56:40+00,1856,"Houchens, Jamell"
10352,Fraud-impersonation,202100011315,2100,"ARLINGTON BLVD, 254 C",CPD,2021/04/26 21:38:28+00,1738,"Houchens, Jamell"
10353,Disorderly Conduct,202100011308,600,PRESTON AVE,CPD,2021/04/26 20:57:53+00,1657,"Smith, Daniel"
10354,Assault Aggravated,202100011290,1700,MONTICELLO RD,CPD,2021/04/26 18:20:53+00,1420,"Samar, Jack"
10355,Fraud-false pretense,202100011280,2100,"ARLINGTON BLVD, 1",CPD,2021/04/26 16:00:11+00,1200,"Arndt, Brian"
10356,Assist Citizen - Mental/TDO/ECO,202100011272,100,OLD LYNCHBURG RD,CPD,2021/04/26 14:05:19+00,1005,"Culbreath, Jonathan"
10357,Larceny - All Other,202100011265,1800,MONTICELLO RD,CPD,2021/04/26 12:41:16+00,0841,"Whitten, Tobyn"
10358,Assist Agency - Backup/Assist,202100011264,400,RIDGE MCINTIRE RD,CPD,2021/04/26 12:37:19+00,0837,"Turner, Devon"
10359,Larceny - All Other,202100011213,500,12TH ST NW,CPD,2021/04/26 01:46:35+00,2146,"Green, Bryan"
10360,Lost/FoundProperty,202100011206,200,W WATER ST,CPD,2021/04/25 23:46:19+00,1946,"Eckenroth, Rachel"
10361,Fraud-impersonation,202100011205,200,"CLEVELAND AVE, A",CPD,2021/04/25 23:29:24+00,1929,"Houchens, Jamell"
10362,Larceny - From Motor Vehicle,202100011202,,LATROBE CT,CPD,2021/04/25 23:00:28+00,1900,"Houchens, Jamell"
10363,Assault Simple,202100011201,600,MASON ST,CPD,2021/04/25 23:00:13+00,1900,"Lowry, Ryan"
10364,Accident Private Property,202100011195,2100,BARRACKS RD,CPD,2021/04/25 21:11:41+00,1711,"Green, Bryan"
10365,Domestic Disturbance,202100011176,400,"GARRETT ST, D",CPD,2021/04/25 13:33:51+00,0933,"Samar, Jack"
10366,Hit and Run,202100011146,,JOHN W WARNER @ 250 BYPASS,CPD,2021/04/25 03:35:14+00,2335,"Morrison, Kyle"
10367,Lost/FoundProperty,202100011144,900,CHARLTON AVE,CPD,2021/04/25 03:26:15+00,2326,"Haug, Ian"
10368,Assault Simple,202100011137,2100,"MICHIE DR, 38",CPD,2021/04/25 02:42:04+00,2242,"Hall, Stephen"
10369,Assault Simple,202100011133,400,GARRETT ST,CPD,2021/04/25 01:33:46+00,2133,"Middleton, Matthew"
10370,Missing Person-juvenile,202100011128,1200,EMMET ST N,CPD,2021/04/25 00:04:22+00,2004,"Alfonso, Sean"
10371,Assist Citizen - Mental/TDO/ECO,202100011125,,BELMONT COTTAGE LN / AVON ST,CPD,2021/04/24 22:42:23+00,1842,"Lowry, Ryan"
10372,Assault Simple,202100011124,800,"HARDY DR, C",CPD,2021/04/24 22:38:23+00,1838,"Lee, Chandler"
10373,Assault Intimidation,202100011123,400,"11TH ST NE, B-7",CPD,2021/04/24 22:10:27+00,1810,"Lowry, Ryan"
10374,Hit and Run,202100011120,1000,W MAIN ST,CPD,2021/04/24 22:02:22+00,1802,"Lee, Chandler"
10375,Assault Simple,202100011114,2100,MICHIE DR,CPD,2021/04/24 21:40:28+00,1740,"Groff, Hayden"
10376,Missing Person-juvenile,202100011115,2300,ANGUS RD,CPD,2021/04/24 21:25:13+00,1725,"Alfonso, Sean"
10377,Assault Simple,202100011112,1400,VINE ST,CPD,2021/04/24 21:14:13+00,1714,"Eckenroth, Rachel"
10378,Vandalism,202100011111,100,W MAIN ST,CPD,2021/04/24 21:03:00+00,1703,"Turner, Devon"
10379,Larceny - Shoplifitng,202100011098,1800,MONTICELLO RD,CPD,2021/04/24 17:28:13+00,1328,"Pendleton, Eric"
10380,Suspicious Activity,202100011091,200,ELIZABETH AVE,CPD,2021/04/24 16:14:38+00,1214,"Shiflett, Tammy"
10381,Larceny - From Motor Vehicle,202100011089,1700,JEFFERSON PARK AVE,CPD,2021/04/24 15:59:34+00,1159,"HARPINE, MATTHEW"
10382,Animal Complaint,202100011082,900,ROCK CREEK RD,CPD,2021/04/24 12:35:35+00,0835,"Samar, Jack"
10383,Suspicious Activity,202100011049,300,"15TH ST NW, 4001",CPD,2021/04/24 04:02:15+00,0002,"Patel, Akash"
10384,Burglary,202100011041,500,PATON ST,CPD,2021/04/24 02:19:06+00,2219,"Morris, William "
10385,Assault Simple,202100011039,100,DALTON LN,CPD,2021/04/24 01:38:19+00,2138,"Green, Bryan"
10386,Assist Citizen - Mental/TDO/ECO,202100011010,1000,MARTIN ST,CPD,2021/04/23 18:53:24+00,1453,"Thomas, Eric"
10387,Lost/FoundProperty,202100010999,300,E WATER ST,CPD,2021/04/23 16:47:59+00,1247,"Arndt, Brian"
10388,Assist Citizen - Welfare Check,202100010995,200,RIVERSIDE AVE,CPD,2021/04/23 16:00:24+00,1200,"Shiflett, Tammy"
10389,Family Offense - Non-Violent,202100010973,1600,"MADISON AVE, A",CPD,2021/04/23 12:35:18+00,0835,"KEPLINGER, CHRISTOPHER"
10390,Larceny - From Motor Vehicle,202100010967,800,FENDALL TER,CPD,2021/04/23 11:41:45+00,0741,"TRAVERS, JOSHUA"
10391,Shots Fired/Illegal Hunting,202100010961,2500,WILLARD DR,CPD,2021/04/23 06:28:52+00,0228,"Hounsel, Eli"
10392,Narcotics,202100010942,1100,MILLMONT ST,CPD,2021/04/23 00:31:44+00,2031,"Gower, Charles"
10393,Assist Citizen - Mental/TDO/ECO,202100010929,200,FAIRWAY AVE,CPD,2021/04/22 21:42:41+00,1742,"Thomas, Eric"
10394,Larceny - From Motor Vehicle,202100010926,800,CHERRY AVE,CPD,2021/04/22 21:37:33+00,1737,"Holley, Barrett"
10395,Assault Simple,202100010924,900,ROCK CREEK RD,CPD,2021/04/22 21:33:57+00,1733,"Green, Bryan"
10396,Suspicious Activity,202100010915,500,HARRIS RD,CPD,2021/04/22 19:55:35+00,1555,"Raines, Christopher"
10397,Hit and Run,202100010916,1300,LONG ST,CPD,2021/04/22 19:23:04+00,1523,"Lowe, Courteny"
10398,Suicide Investigation,202100010909,100,STRIBLING AVE,CPD,2021/04/22 19:10:04+00,1510,"Barbour, Tremaine"
10399,Larceny - From Motor Vehicle,202100010884,100,APPLETREE RD,CPD,2021/04/22 10:29:18+00,0629,"Blackwell, Kyle"
10400,Larceny - All Other,202100010882,300,W MAIN ST,CPD,2021/04/22 08:05:37+00,0405,"Morris, William "
10401,Hit and Run,202100010852,900,MONTICELLO RD,CPD,2021/04/21 21:08:53+00,1708,"Bowers, Justin"
10402,Suspicious Activity,202100010829,700,ORANGEDALE AVE,CPD,2021/04/21 16:44:58+00,1244,"Hamill, Annmarie"
10403,Lost/FoundProperty,202180000047,200,"14TH ST NW, 401",CPD,2021/04/21 16:30:00+00,1230,"Moje, Ashley"
10404,Suspicious Activity,202100010815,1800,EMMET ST N,CPD,2021/04/21 11:48:05+00,0748,"Shiflett, Tammy"
10405,Hit and Run,202100010778,1000,FOREST HILLS AVE,CPD,2021/04/20 21:17:56+00,1717,"Holley, Barrett"
10406,Hit and Run,202100010776,200,STRIBLING AVE,CPD,2021/04/20 20:47:00+00,1647,"Stein, Nathan"
10407,Larceny - All Other,202100010768,1400,UNIVERSITY AVE,CPD,2021/04/20 18:55:09+00,1455,"Whitten, Tobyn"
10408,Larceny - All Other,202100010766,500,"17TH ST NW, F",CPD,2021/04/20 18:41:29+00,1441,"Johnston, Ernest"
10409,Suspicious Activity,202100010761,300,W MAIN ST,CPD,2021/04/20 17:14:29+00,1314,"TRAVERS, JOSHUA"
10410,Larceny - From Motor Vehicle,202100010751,900,ROUGEMONT AVE,CPD,2021/04/20 15:51:05+00,1151,"Johnston, Ernest"
10411,Larceny - All Other,202100010741,1100,5TH ST SW,CPD,2021/04/20 13:04:16+00,0904,"Johnston, Ernest"
10412,Assist Citizen - Mental/TDO/ECO,202100010733,1200,"BELLEVIEW AVE, C",CPD,2021/04/20 06:31:58+00,0231,"Joiner, Chaka"
10413,Vandalism,202100010725,700,"PROSPECT AVE, F",CPD,2021/04/20 04:08:07+00,0008,"Bise, Collin"
10414,Warrant Service,202100010721,800,"HARDY DR, C",CPD,2021/04/20 03:38:17+00,2338,"Vlasis, Christopher"
10415,Suspicious Activity,202100010703,600,PROSPECT AVE,CPD,2021/04/20 00:40:45+00,2040,"Stein, Nathan"
10416,Harassment,202180000046,700,MADISON AVE,CPD,2021/04/20 00:07:07+00,2007,"Moje, Ashley"
10417,Lost/FoundProperty,202100010690,,HARRIS ST @ PRESTON AVE,CPD,2021/04/19 20:25:34+00,1625,"Houchens, Jamell"
10418,Larceny - From Motor Vehicle,202180000045,2600,JEFFERSON PARK CIR,CPD,2021/04/19 18:49:38+00,1449,"Moje, Ashley"
10419,Animal - Bite,202100010684,600,PARK ST,CPD,2021/04/19 18:15:46+00,1415,"Johnston, Ernest"
10420,Vandalism,202100010677,100,E MARKET ST,CPD,2021/04/19 15:42:56+00,1142,"Arndt, Brian"
10421,Vandalism,202100010674,600,12TH ST NW,CPD,2021/04/19 15:14:29+00,1114,"Tennyson, James"
10422,Drunkeness DIP,202100010673,200,E MARKET ST,CPD,2021/04/19 14:57:17+00,1057,"Lucas, Todd"
10423,Death Investigation - DOA,202100010670,1800,"EMMET ST N, 421",CPD,2021/04/19 12:35:38+00,0835,"TRAVERS, JOSHUA"
10424,Larceny - All Other,202100010668,1900,EMMET ST N,CPD,2021/04/19 11:39:36+00,0739,"TRAVERS, JOSHUA"
10425,Assist Citizen - Mental/TDO/ECO,202100010652,100,WATERBURY CT,CPD,2021/04/19 05:38:33+00,0138,"Groff, Hayden"
10426,Assault Simple,202100010645,1600,OXFORD RD,CPD,2021/04/19 02:53:55+00,2253,"Adams, Jonathan"
10427,Family Offense - Non-Violent,202100010641,800,RIDGE ST,CPD,2021/04/19 01:58:33+00,2158,"Alfonso, Sean"
10428,Suspicious Activity,202100010634,900,RIVES ST,CPD,2021/04/19 00:42:50+00,2042,"Alfonso, Sean"
10429,Robbery - Armed,202100010632,1700,EMMET ST N,CPD,2021/04/18 23:14:39+00,1914,"Huffman, Mark"
10430,Assist Citizen - Mental/TDO/ECO,202100010631,600,E MARKET ST,CPD,2021/04/18 23:00:58+00,1900,"Byrd, Timothy"
10431,Larceny - All Other,202100010630,700,1ST ST S,CPD,2021/04/18 22:51:04+00,1851,"Houchens, Jamell"
10432,Burglary,202100010608,1600,6TH ST SE,CPD,2021/04/18 17:18:16+00,1318,"Johnston, Ernest"
10433,Motor Vehicle Theft,202100010606,700,STONEHENGE AVE,CPD,2021/04/18 16:53:16+00,1253,"Whitten, Tobyn"
10434,Death Investigation - DOA,202100010600,2500,KERRY LN,CPD,2021/04/18 15:12:40+00,1112,"Turner, Devon"
10435,Animal Complaint,202100010599,1400,FOREST RIDGE RD,CPD,2021/04/18 13:40:38+00,0940,"Johnston, Ernest"
10436,Larceny - From Motor Vehicle,202100010597,2100,BARRACKS RD,CPD,2021/04/18 13:17:09+00,0917,"Turner, Devon"
10437,Larceny - All Other,202100010587,400,"4TH ST NW, 224",CPD,2021/04/18 06:22:53+00,0222,"Vlasis, Christopher"
10438,Assault Simple,202100010575,800,"CABELL AVE, D",CPD,2021/04/18 04:51:34+00,0051,"Patel, Akash"
10439,Assault Aggravated,202100010570,100,W MAIN ST,CPD,2021/04/18 04:18:27+00,0018,"Alfonso, Sean"
10440,Assault Simple,202100010552,1600,"AMHERST ST, B",CPD,2021/04/18 02:22:03+00,2222,"Lowry, Ryan"
10441,Assist Citizen - Mental/TDO/ECO,202100010544,1100,PARK ST,CPD,2021/04/17 23:59:52+00,1959,"Lowry, Ryan"
10442,Animal Complaint,202100010543,500,HARRIS RD,CPD,2021/04/17 23:51:08+00,1951,"Green, Bryan"
10443,Assault Aggravated,202100010529,400,11TH ST NW,CPD,2021/04/17 22:02:56+00,1802,"Holley, Barrett"
10444,Burglary,202100010510,1200,"BELLEVIEW AVE, C",CPD,2021/04/17 16:21:23+00,1221,"Tennyson, James"
10445,Suspicious Activity,202100010490,1000,"MONTICELLO RD, 106",CPD,2021/04/17 06:03:42+00,0203,"Groff, Hayden"
10446,Burglary,202100010477,700,NALLE ST,CPD,2021/04/17 04:29:52+00,0029,"Vlasis, Christopher"
